#{"t_start": 1781498531.5016706, "env_id": "CarRacing-v3"}
r,l,t
887.381703,1000,5995.648688
796.907216,1000,6024.897219
637.341772,1000,6053.665406
853.125,1000,6083.357703
875.206612,1000,6112.51615
881.203008,1000,6219.693714
874.603175,1000,6248.7142
863.190184,1000,6278.251129
878.571429,1000,6307.369518
930.8,692,6326.488463
884.848485,1000,6355.497341
455.232558,1000,6384.29603
929.5,705,6483.079906
857.894737,1000,6512.109851
877.695167,1000,6541.079308
900.5,995,6570.388712
886.206897,1000,6599.000183
883.92283,1000,6628.322503
863.333333,1000,6735.237006
606.451613,1000,6764.238787
893.150685,1000,6793.990281
879.452055,1000,6822.775552
474.018127,1000,6852.004411
892.882562,1000,6880.865866
879.166667,1000,6910.193965
896.621622,1000,7016.417519
883.443709,1000,7045.866066
879.381443,1000,7074.600108
896.478873,1000,7101.886641
859.59596,1000,7131.446584
868.085106,1000,7160.28111
863.235294,1000,7267.712949
792.537313,1000,7295.629581
756.20915,1000,7323.617505
931.2,688,7344.786329
702.631579,1000,7373.466329
875.945017,1000,7401.194493
655.172414,1000,7508.558262
887.301587,1000,7537.881987
844.664032,1000,7566.901527
927.5,725,7588.762614
889.051095,1000,7618.049979
922.7,773,7638.950044
909.2,908,7665.471789
896.415771,1000,7775.450913
927.5,725,7795.326705
864.285714,1000,7824.996785
886.486486,1000,7853.548572
892.805755,1000,7883.15595
870.099668,1000,7912.178653
909.3,907,7938.511215
875.757576,1000,8045.558789
892.217899,1000,8074.65332
892.509363,1000,8104.044571
912.8,872,8129.462798
857.692308,1000,8156.475173
886.531987,1000,8185.967448
893.464052,1000,8293.200471
919.6,804,8317.752909
893.103448,1000,8346.669455
892.907801,1000,8375.801452
932.5,675,8394.426873
882.817869,1000,8423.207296
883.870968,1000,8452.206304
843.181818,1000,8559.69175
886.013986,1000,8589.546262
610.526316,1000,8618.450379
892.647059,1000,8647.203942
886.754967,1000,8676.703026
943.7,563,8692.425096
905.1,949,8720.412263
877.272727,1000,8829.335756
859.459459,1000,8858.592774
927.9,721,8879.324575
857.575758,1000,8908.159793
889.130435,1000,8937.508962
902.4,976,8965.906567
900.0,1000,9073.248129
844.444444,1000,9102.34532
896.197719,1000,9131.271382
892.957746,1000,9160.523636
928.2,718,9180.841211
890.595611,1000,9209.741579
927.0,730,9232.233172
890.566038,1000,9338.073382
473.248408,1000,9367.7238
886.531987,1000,9396.395124
890.853659,1000,9425.792892
916.2,838,9450.834563
896.677741,1000,9479.798644
873.59736,1000,9509.256045
924.5,755,9608.854029
882.808023,1000,9638.143869
896.632997,1000,9667.21382
864.412811,1000,9696.085684
936.3,637,9714.240378
887.096774,1000,9742.96808
884.962406,1000,9851.270633
930.8,692,9872.716302
884.076433,1000,9901.258429
896.655518,1000,9930.554237
292.097264,1000,9959.142455
943.3,567,9975.328148
888.636364,1000,10004.463552
919.0,810,10026.741636
874.452555,1000,10134.352896
887.538941,1000,10163.214004
852.681388,1000,10192.307758
889.051095,1000,10221.56795
893.548387,1000,10250.282392
869.69697,1000,10279.787674
918.9,811,10383.850461
921.6,784,10405.551989
809.090909,1000,10434.502637
925.7,743,10455.106871
873.856209,1000,10484.371783
907.7,923,10511.665187
938.2,618,10529.203614
841.368078,1000,10637.115665
