#{"t_start": 1781498531.4855306, "env_id": "CarRacing-v3"}
r,l,t
896.815287,1000,9182.904321
884.423676,1000,9211.839894
920.8,792,9235.931922
882.45614,1000,9343.625434
923.8,762,9365.367539
892.45283,1000,9394.083498
908.6,914,9421.113024
874.545455,1000,9450.35222
938.4,616,9467.527586
837.888199,1000,9497.016192
886.928105,1000,9605.079951
868.309859,1000,9634.047255
928.5,715,9653.849439
921.1,789,9677.960772
679.467681,1000,9706.868113
801.098901,1000,9735.824804
879.522184,1000,9764.528445
889.761092,1000,9873.18443
893.333333,1000,9901.725895
890.163934,1000,9931.019386
786.075949,1000,9959.586886
872.881356,1000,9989.044121
869.387755,1000,10017.869634
858.646617,1000,10123.394317
937.7,623,10143.076534
883.92283,1000,10171.870145
893.031359,1000,10201.256206
917.7,823,10223.758667
934.2,658,10242.066329
869.924812,1000,10271.519639
892.957746,1000,10380.220615
892.537313,1000,10409.443951
920.8,792,10432.968537
893.39934,1000,10461.900651
933.9,661,10480.908151
932.4,676,10499.83485
941.3,587,10518.56442
915.4,846,10541.906468
