#{"t_start": 1781379320.5026755, "env_id": "CarRacing-v3"}
r,l,t
-49.640288,1000,32.020917
-45.945946,1000,62.157352
-23.913043,1000,92.298128
-38.311688,1000,124.473622
-45.16129,1000,158.241283
-43.661972,1000,194.036892
-65.648855,1000,288.694308
-40.711462,1000,324.517026
-62.14511,1000,360.446951
-14.179104,1000,395.692035
-23.076923,1000,428.544528
78.438662,1000,462.812401
46.875,1000,556.969033
46.258503,1000,594.124737
209.52381,1000,627.866525
403.311258,1000,662.365488
330.107527,1000,694.935079
258.108108,1000,728.187888
414.705882,1000,820.499792
313.559322,1000,851.168354
204.347826,1000,879.878421
222.033898,1000,908.31557
328.070175,1000,938.492585
414.469453,1000,965.500051
381.012658,1000,992.909336
480.327869,1000,1082.875792
362.068966,1000,1116.397196
258.108108,1000,1149.772092
272.990354,1000,1183.132913
885.239852,1000,1217.018541
-9.677419,1000,1250.331358
740.531561,1000,1343.570133
551.162791,1000,1377.904225
560.194175,1000,1411.804988
564.335664,1000,1445.754091
-33.972185,599,1465.195552
207.692308,1000,1499.569879
92.926045,1000,1577.205132
839.716312,1000,1607.599437
465.068493,1000,1637.526923
543.776824,1000,1668.529602
271.621622,1000,1699.184002
262.989324,1000,1727.711564
809.448819,1000,1757.182966
340.677966,1000,1844.972388
557.370518,1000,1875.472313
443.333333,1000,1906.379337
292.086331,1000,1938.483119
271.014493,1000,1973.002708
245.047923,1000,2010.282805
509.848485,1000,2103.934483
887.603306,1000,2139.300359
555.063291,1000,2173.886062
398.281787,1000,2208.66292
448.87218,1000,2242.658262
648.366013,1000,2276.821381
557.992565,1000,2360.319307
835.275081,1000,2394.7467
391.408935,1000,2429.154013
840.140845,1000,2463.613617
693.220339,1000,2498.131867
51.923194,535,2515.661961
368.646865,1000,2549.235105
635.099338,1000,2647.58208
814.0625,1000,2677.155482
-6.766667,802,2701.599939
896.478873,1000,2733.359084
864.539007,1000,2766.18648
475.221239,1000,2799.123039
449.342105,1000,2878.650391
849.416342,1000,2912.709344
470.921986,1000,2946.796174
420.123839,1000,2981.408255
394.584838,1000,3015.714661
795.683453,1000,3050.262223
646.130031,1000,3084.020326
850.49505,1000,3163.969768
785.90604,1000,3199.43708
637.012987,1000,3235.420746
305.315615,1000,3271.491083
578.678679,1000,3305.002807
866.887417,1000,3340.175968
834.707904,1000,3419.845824
879.310345,1000,3452.437503
8.466323,394,3465.594714
401.74216,1000,3497.110184
608.333333,1000,3530.992221
440.822222,815,3558.928098
867.032967,1000,3593.310185
530.363036,1000,3690.175883
831.29771,1000,3724.881616
880.544747,1000,3753.871259
489.123867,1000,3782.902242
848.096886,1000,3816.454853
856.953642,1000,3850.606175
792.61745,1000,3945.666946
828.338762,1000,3978.292893
724.104235,1000,4011.428254
877.346278,1000,4044.454285
889.655172,1000,4077.061212
921.1,789,4102.161972
915.6,844,4129.70357
927.2,728,4215.395756
324.137931,1000,4247.654804
873.154362,1000,4280.867063
880.830671,1000,4312.638692
401.672241,1000,4343.985637
909.1,909,4370.098029
881.132075,1000,4444.453786
858.188153,1000,4474.002078
-34.1,942,4501.896816
882.014388,1000,4534.6758
888.80597,1000,4567.902845
927.8,722,4591.356366
925.5,745,4616.231805
755.018587,1000,4708.78184
873.880597,1000,4742.00153
852.702703,1000,4774.460875
517.554859,1000,4803.479231
827.203065,1000,4834.862266
839.393939,1000,4870.290212
752.664577,1000,4966.546309
837.269373,1000,5000.166772
400.0,1000,5032.884269
832.58427,1000,5066.095676
823.076923,1000,5100.773009
931.1,689,5124.295122
874.603175,1000,5159.869687
755.172414,1000,5258.662146
896.453901,1000,5299.433806
528.865979,1000,5334.202122
795.131086,1000,5371.107744
816.666667,1000,5404.57435
866.887417,1000,5440.207583
929.1,709,5464.58421
881.884058,1000,5567.245414
823.344948,1000,5601.487193
855.223881,1000,5636.795689
851.923077,1000,5670.284149
511.285266,1000,5703.536092
326.523297,1000,5736.599796
-25.822378,483,5817.964391
848.717949,1000,5851.286169
873.977695,1000,5884.798428
729.268293,1000,5921.483319
841.176471,1000,5957.4706
828.994083,1000,5994.250401
868.531469,1000,6029.849038
922.8,772,6129.207743
853.405018,1000,6163.868691
733.333333,1000,6199.490072
878.26087,1000,6234.643553
832.862191,1000,6269.094413
919.8,802,6298.508752
-1.451852,497,6316.633208
782.911392,1000,6414.514498
874.264706,1000,6449.647415
841.580756,1000,6484.67473
863.45515,1000,6519.989291
914.1,859,6550.564374
861.538462,1000,6585.02176
883.606557,1000,6675.285194
448.192771,1000,6710.844898
892.907801,1000,6746.298952
876.973684,1000,6782.647741
835.691318,1000,6818.867047
878.902954,1000,6855.348812
856.953642,1000,6963.140356
880.392157,1000,6997.372686
