#{"t_start": 1781379320.5695977, "env_id": "CarRacing-v3"}
r,l,t
-57.51634,1000,31.951902
-55.782313,1000,62.090317
-42.307692,1000,92.232464
-55.172414,1000,124.40569
-38.709677,1000,158.169669
-44.444444,1000,193.969899
-75.232198,1000,288.623615
-56.268222,1000,324.447582
-1.315789,1000,360.380398
-42.24924,1000,395.625839
-74.522293,1000,428.476786
-22.11838,1000,462.74538
75.084175,1000,556.901503
183.018868,1000,594.062106
163.358779,1000,627.800549
213.479624,1000,662.296826
46.496815,1000,694.872922
391.467577,1000,728.120657
302.930403,1000,820.431608
493.103448,1000,851.099095
546.428571,1000,879.813062
722.299652,1000,908.24754
358.62069,1000,938.430041
421.311475,1000,965.43387
364.174455,1000,992.837808
517.647059,1000,1082.808072
333.962264,1000,1116.333004
240.136054,1000,1149.70761
278.091873,1000,1183.065477
381.228669,1000,1216.949846
851.12782,1000,1250.264398
313.669065,1000,1343.500811
470.491803,1000,1377.837399
773.015873,1000,1411.737435
417.964072,1000,1445.686738
145.22293,1000,1478.948762
387.364621,1000,1513.170178
281.270903,1000,1589.592924
453.264605,1000,1619.09548
715.95092,1000,1650.051178
566.666667,1000,1680.428675
749.840256,1000,1710.753674
678.145695,1000,1739.386443
309.090909,1000,1825.516216
513.793103,1000,1857.069627
586.507937,1000,1887.496953
889.361702,1000,1918.898001
557.575758,1000,1952.533341
754.785479,1000,1988.419226
283.116883,1000,2024.103128
268.932039,1000,2118.150401
308.934708,1000,2153.061101
801.140684,1000,2187.899391
834.640523,1000,2222.162737
882.45614,1000,2256.504103
415.90106,1000,2290.934603
849.416342,1000,2374.006418
759.589041,1000,2408.943639
561.341853,1000,2443.62771
565.594855,1000,2478.011971
567.701863,1000,2511.283982
867.032967,1000,2544.560114
851.367781,1000,2643.198289
686.885246,1000,2672.663495
883.81877,1000,2703.480448
496.02649,1000,2735.316881
849.820789,1000,2768.499586
345.229682,1000,2801.189101
656.849315,1000,2880.799397
281.294964,1000,2914.833869
851.672862,1000,2948.90853
791.129032,1000,2983.584727
304.682274,1000,3017.810906
849.820789,1000,3052.511409
736.601307,1000,3086.208817
181.13879,1000,3165.978379
313.333333,1000,3201.858762
889.51049,1000,3237.446094
914.9,851,3267.942063
802.777778,1000,3302.194198
801.840491,1000,3336.410552
765.443425,1000,3416.757661
873.244147,1000,3449.586428
912.3,877,3477.839895
563.157895,1000,3509.680609
654.716981,1000,3544.482407
850.35461,1000,3578.979329
735.125448,1000,3675.547353
836.170213,1000,3710.14876
860.526316,1000,3741.119606
251.25448,1000,3770.221303
785.90604,1000,3802.198339
576.975945,1000,3836.438251
849.275362,1000,3870.739712
411.326861,1000,3964.616035
773.754153,1000,3997.845043
868.641115,1000,4030.4828
896.226415,1000,4063.455264
342.00627,1000,4095.515625
893.055556,1000,4128.04794
813.907285,1000,4222.108313
869.491525,1000,4254.597808
881.36646,1000,4287.795812
797.260274,1000,4319.474395
876.588629,1000,4350.046373
341.269841,1000,4379.208087
856.810631,1000,4454.008122
823.954373,1000,4483.71339
858.762887,1000,4513.54888
854.248366,1000,4547.506273
841.00295,1000,4580.162384
932.2,678,4602.310378
923.3,767,4627.90169
868.75,1000,4720.210962
881.949458,1000,4753.065313
933.1,669,4774.899357
829.078014,1000,4803.923666
893.055556,1000,4835.530641
869.040248,1000,4871.0215
841.780822,1000,4967.085268
885.765125,1000,5000.689122
417.857143,1000,5033.515447
855.017301,1000,5066.661988
843.143813,1000,5101.342562
836.454849,1000,5136.170493
725.825826,1000,5170.589603
866.911765,1000,5275.235213
846.043165,1000,5310.582536
868.379447,1000,5346.515246
598.757764,1000,5382.203331
681.818182,1000,5416.22732
339.446367,1000,5451.700693
864.539007,1000,5553.651528
837.728938,1000,5588.342975
835.064935,1000,5623.654099
682.477341,1000,5657.751515
877.358491,1000,5691.088684
641.697417,1000,5724.182947
866.442953,1000,5822.482093
431.034483,1000,5855.961579
873.063973,1000,5889.937775
834.328358,1000,5926.766903
126.229508,1000,5962.616733
900.1,999,5999.00894
858.064516,1000,6105.621365
911.0,890,6138.031609
891.869919,1000,6172.469254
506.779661,1000,6208.204743
592.857143,1000,6242.948713
889.399293,1000,6278.222285
687.78135,1000,6314.770022
880.519481,1000,6412.83846
886.577181,1000,6447.950962
888.847584,1000,6483.016567
878.571429,1000,6518.269679
914.9,851,6548.412639
882.517483,1000,6583.12139
924.5,755,6664.808536
921.3,787,6692.333253
813.432836,1000,6728.094281
884.67433,1000,6763.964619
878.26087,1000,6800.34722
827.21519,1000,6836.794533
873.59736,1000,6872.823201
881.751825,1000,6980.001962
771.641791,1000,7014.107713
808.163265,1000,7049.123685
889.247312,1000,7083.571283
757.575758,1000,7118.612855
