#{"t_start": 1781379320.4865623, "env_id": "CarRacing-v3"}
r,l,t
-55.555556,1000,32.037517
-35.94306,1000,62.171255
-41.580756,1000,92.316544
-43.820225,1000,124.492713
-23.694779,1000,158.250808
-32.624113,1000,194.053347
-30.0,1000,288.704021
-76.588629,1000,324.537393
-53.642384,1000,360.462938
-77.198697,1000,395.713441
-16.058394,1000,428.559307
-50.35461,1000,462.831041
87.07483,1000,556.977856
138.596491,1000,594.141299
155.319149,1000,627.881194
106.666667,1000,662.383638
525.984252,1000,694.954161
305.144695,1000,728.201711
390.322581,1000,820.521086
-20.962199,1000,851.180453
256.707317,1000,879.901629
36.054422,1000,908.330667
236.879433,1000,938.511714
260.38961,1000,965.514267
633.766234,1000,992.920184
511.295681,1000,1082.893522
748.484848,1000,1116.420321
617.171717,1000,1149.791104
512.318841,1000,1183.152329
431.914894,1000,1217.035753
630.46875,1000,1250.346894
313.489736,1000,1343.584118
342.906574,1000,1377.918909
657.785467,1000,1411.816873
596.048632,1000,1445.771078
858.333333,1000,1479.027803
422.33677,1000,1513.25257
430.612245,1000,1589.676376
562.5,1000,1619.179467
795.184141,917,1647.177649
393.630573,1000,1677.807535
913.1,869,1704.845203
704.281346,1000,1733.219367
148.427673,1000,1819.550518
205.785124,1000,1850.225486
662.886598,1000,1881.209174
419.379845,1000,1912.377466
818.439716,1000,1945.25134
342.724458,1000,1980.36996
882.758621,1000,2017.226641
912.1,879,2106.533571
875.694444,1000,2141.545868
311.111111,1000,2176.142791
889.051095,1000,2211.00335
521.818182,1000,2244.922458
645.644599,1000,2279.101506
643.421053,1000,2362.596339
851.890034,1000,2397.267717
924.2,758,2423.127111
650.830565,1000,2457.783898
671.24183,1000,2492.034135
749.65035,1000,2525.021294
871.119134,1000,2559.401284
277.289377,1000,2655.931416
414.925373,1000,2685.331511
820.415225,1000,2716.935123
834.210526,1000,2749.428158
814.012739,1000,2782.329763
566.666667,1000,2815.032811
570.103093,1000,2895.084474
662.820513,1000,2929.171801
623.27044,1000,2963.051172
325.249169,1000,2998.328608
601.388889,1000,3032.190842
464.912281,1000,3067.024278
860.573477,1000,3146.535944
690.996785,1000,3180.475102
813.333333,1000,3217.360808
796.057348,1000,3251.892573
673.700306,1000,3288.389344
617.241379,1000,3321.606372
866.9967,1000,3402.293053
358.452722,1000,3435.665992
386.928105,1000,3468.564174
888.372093,1000,3499.9633
394.011976,1000,3534.231291
366.019417,1000,3568.427487
729.113924,1000,3602.944692
742.809365,1000,3700.106104
917.1,829,3727.881325
-21.029371,505,3742.029583
926.4,736,3763.344705
251.724138,1000,3794.207526
892.982456,1000,3828.206199
614.788732,1000,3862.360809
-47.589147,911,3953.868417
712.883436,1000,3987.16586
886.666667,1000,4019.82333
896.323529,1000,4053.180466
917.9,821,4079.639195
924.8,752,4103.639216
800.0,1000,4136.471916
697.979798,1000,4230.362779
860.0,1000,4263.086378
713.559322,1000,4295.898345
919.6,804,4321.28726
853.020134,1000,4351.60717
841.538462,1000,4380.750489
885.130112,1000,4455.57795
845.454545,1000,4485.316364
883.333333,1000,4515.343816
806.716418,1000,4549.321381
22.127869,583,4568.165932
873.063973,1000,4601.07008
527.692308,1000,4634.325262
591.22807,1000,4726.641338
872.508591,1000,4759.659351
910.9,891,4786.854004
828.825623,1000,4815.912622
886.440678,1000,4850.394818
884.423676,1000,4884.222031
833.579336,1000,4980.702658
889.051095,1000,5014.274629
742.592593,1000,5046.437715
817.888563,1000,5080.990577
817.197452,1000,5115.354546
853.125,1000,5150.961946
866.037736,1000,5249.78979
865.635739,1000,5290.198999
672.870662,1000,5325.023783
865.944272,1000,5362.016416
378.688525,1000,5396.504012
382.758621,1000,5431.025199
930.0,700,5455.564704
870.29703,1000,5557.610257
857.09571,1000,5592.322186
870.260223,1000,5627.693972
542.622951,1000,5661.502194
543.333333,1000,5694.777856
578.96679,1000,5727.929299
863.302752,1000,5826.085215
617.105263,1000,5859.75697
717.891374,1000,5893.868959
893.630573,1000,5930.663087
928.9,711,5956.069715
831.147541,1000,5992.814959
892.982456,1000,6028.372443
857.894737,1000,6135.915665
506.060606,1000,6170.377196
845.098039,1000,6206.033421
868.468468,1000,6240.752341
845.945946,1000,6275.899816
349.746326,839,6307.098256
844.444444,1000,6404.335575
843.573668,1000,6440.107626
887.603306,1000,6475.106875
880.620155,1000,6510.114765
866.542751,1000,6545.757869
874.637681,1000,6580.532334
486.826347,1000,6670.782005
876.821192,1000,6706.259897
879.238754,1000,6741.806707
817.491749,1000,6777.959084
903.9,961,6812.524734
855.271565,1000,6849.285577
859.627329,1000,6885.186126
849.820789,1000,6991.74706
913.3,867,7021.206465
889.010989,1000,7056.300942
912.5,875,7086.540654
911.9,881,7117.329393
914.6,854,7145.946092
889.726027,1000,7225.198176
877.707006,1000,7255.925176
887.654321,1000,7286.848685
889.726027,1000,7318.450316
889.169675,1000,7352.693696
563.194444,1000,7387.087416
833.333333,1000,7421.487853
934.2,658,7504.637661
679.661017,1000,7538.939191
878.873239,1000,7572.216288
875.088968,1000,7605.060105
862.711864,1000,7638.120629
870.684039,1000,7673.031906
855.782313,1000,7767.567353
876.510067,1000,7800.950508
828.813559,1000,7835.527152
827.203065,1000,7867.749185
489.928058,1000,7901.256344
826.199262,1000,7934.411152
774.125874,1000,8031.248503
568.965517,1000,8063.754182
643.859649,1000,8099.398386
826.829268,1000,8133.968223
777.862595,1000,8168.524062
772.611465,1000,8200.760648
380.519481,1000,8234.521133
664.084507,1000,8308.478673
630.337079,1000,8339.327432
436.33218,1000,8370.016932
883.739837,1000,8401.088958
243.490305,1000,8431.459122
839.716312,1000,8462.428606
906.6,934,8546.091122
724.915825,1000,8579.984988
645.819398,1000,8614.722808
676.595745,1000,8648.712718
601.342282,1000,8683.526909
735.341365,1000,8717.28842
561.971831,1000,8808.547476
874.910394,1000,8843.830672
892.031873,1000,8877.623022
830.693069,1000,8912.14392
873.684211,1000,8946.597914
644.360902,1000,8981.419471
870.198675,1000,9078.758124
548.648649,1000,9113.785808
413.595166,1000,9148.523624
855.08982,1000,9183.177826
890.033223,1000,9217.653845
928.3,717,9242.645477
873.509934,1000,9276.91697
885.074627,1000,9371.335985
884.67433,1000,9406.520361
872.881356,1000,9441.563931
875.609756,1000,9476.053129
857.746479,1000,9510.422489
638.993711,1000,9545.311066
880.19802,1000,9642.747437
692.899408,1000,9677.367958
876.284585,1000,9712.276122
860.526316,1000,9746.718015
876.271186,1000,9780.91572
889.932886,1000,9816.426907
862.5,1000,9913.837308
913.6,864,9943.457604
648.663102,1000,9978.584617
883.443709,1000,10011.861875
875.609756,1000,10046.382593
886.111111,1000,10081.014813
882.758621,1000,10117.079153
887.301587,1000,10213.88484
877.491961,1000,10249.441411
896.710526,1000,10283.230948
885.507246,1000,10317.864969
712.680115,1000,10352.026435
909.1,909,10383.778605
871.731449,1000,10481.653473
886.577181,1000,10516.565401
656.097561,1000,10551.71555
914.5,855,10580.862359
